task_id,persona,primary_dimension,secondary_dimension,sort_mode,hotel_id,hotel_name,n_respondents,n_shown,n_chosen,share,share_pct,rank_in_group,mean_neg_log_position,spatial,accessibility,facility,economic,disruption,price_lkr,rating,star,distance_km
t6,Beach weekender,spatial,disruption,price_asc,lp800a1,Nyne Hotels Lake Lodge - Colombo,11,11,0,0.0,0.0,10,-3.1781,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t6,Beach weekender,spatial,disruption,price_asc,lp656d40c7,Sheraton Colombo Hotel,11,11,0,0.0,0.0,9,-3.4012,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t6,Beach weekender,spatial,disruption,price_asc,lp40d3f,Global Towers Hotel & Apartments,11,11,0,0.0,0.0,8,-1.3863,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t6,Beach weekender,spatial,disruption,price_asc,lp5f0e5,Paradise Road Tintagel Colombo,11,11,0,0.0,0.0,7,-3.4657,0.375,0.406,0.8687,0.0,0.85,96633,4.5,5,1.7
t6,Beach weekender,spatial,disruption,price_asc,lp6e625,Hotel Janaki,11,11,4,0.363636,36.36,2,-1.0986,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t6,Beach weekender,spatial,disruption,price_asc,lp76eba,Radisson Hotel Colombo,11,11,0,0.0,0.0,5,-2.6391,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t6,Beach weekender,spatial,disruption,price_asc,lp65589ffb,MaRadha Colombo,11,11,0,0.0,0.0,19,-2.9444,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t6,Beach weekender,spatial,disruption,price_asc,lp6f007,Clock Inn Colombo,11,11,5,0.454545,45.45,1,-0.6931,0.75,0.75,0.0563,0.938,0.625,13715,3.8,2,3.4
t6,Beach weekender,spatial,disruption,price_desc,lp102b02,Marino Beach Colombo,5,5,0,0.0,0.0,4,-2.7726,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t6,Beach weekender,spatial,disruption,price_desc,lp6557c6e0,Granbell Hotel Colombo,5,5,0,0.0,0.0,30,-2.8332,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t6,Beach weekender,spatial,disruption,price_desc,lp741c5,Cinnamon Red Colombo,5,5,0,0.0,0.0,29,-2.5649,0.531,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t6,Beach weekender,spatial,disruption,price_desc,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,5,5,0,0.0,0.0,28,-2.8904,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t6,Beach weekender,spatial,disruption,price_desc,lp655a9e91,Zest Metropole,5,5,0,0.0,0.0,27,-3.091,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t6,Beach weekender,spatial,disruption,price_desc,lp656d3aa9,Sofia Colombo City Hotel,5,5,0,0.0,0.0,26,-2.9957,0.656,0.688,0.5922,0.594,0.35,23620,4.3,4,2.4
t6,Beach weekender,spatial,disruption,price_desc,lp803e1,Galle Face Hotel,5,5,0,0.0,0.0,25,-2.3026,0.281,0.344,0.8141,0.281,0.4,38531,4.5,5,1.8
t6,Beach weekender,spatial,disruption,price_desc,lpb1537,Shangri-La Colombo,5,5,3,0.6,60.0,1,-0.6931,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t6,Beach weekender,spatial,disruption,price_desc,lp3e58e,The Kingsbury Colombo,5,5,0,0.0,0.0,24,-2.3979,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t6,Beach weekender,spatial,disruption,price_desc,lp30277,Hilton Colombo Residence,5,5,0,0.0,0.0,23,-1.9459,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t6,Beach weekender,spatial,disruption,price_desc,lp67708,Supun Arcade Residency,5,5,0,0.0,0.0,22,-3.1781,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t6,Beach weekender,spatial,disruption,price_desc,lp7c172,Mirage Colombo,5,5,0,0.0,0.0,21,-3.2189,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t6,Beach weekender,spatial,disruption,price_desc,lp33ddb,"Taj Samudra, Colombo",5,5,0,0.0,0.0,20,-1.7918,0.25,0.281,0.9016,0.156,0.55,43993,4.5,5,1.7
t6,Beach weekender,spatial,disruption,price_desc,lpa0a8a,NH Collection Colombo,5,5,0,0.0,0.0,19,-2.4849,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t6,Beach weekender,spatial,disruption,price_desc,lp1bc0d,Hilton Colombo Hotel,5,5,0,0.0,0.0,18,-1.6094,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t6,Beach weekender,spatial,disruption,price_desc,lp71118,CityRest Fort,5,5,0,0.0,0.0,17,-3.4657,0.094,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t6,Beach weekender,spatial,disruption,price_desc,lp43673,Pegasus Reef - A Beach Resort in Colombo,5,5,0,0.0,0.0,16,-3.2581,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t6,Beach weekender,spatial,disruption,price_desc,lpc0df6,Fern Colombo,5,5,0,0.0,0.0,15,-3.3322,0.406,0.375,0.1422,0.844,0.75,16245,4.0,3,1.8
t6,Beach weekender,spatial,disruption,price_desc,lp6574b103,"Amari Colombo, Sri Lanka",5,5,0,0.0,0.0,14,-2.0794,0.562,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t6,Beach weekender,spatial,disruption,price_desc,lp81760,The Steuart by Citrus,5,5,0,0.0,0.0,13,-3.0445,0.125,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t6,Beach weekender,spatial,disruption,price_desc,lp67286,Colombo Court Hotel & Spa,5,5,0,0.0,0.0,12,-1.3863,0.719,0.719,0.5938,0.094,0.725,52144,4.5,4,3.3
t6,Beach weekender,spatial,disruption,price_desc,lpc08f9,Morven Hotel Colombo,5,5,0,0.0,0.0,11,-3.1355,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t6,Beach weekender,spatial,disruption,price_desc,lp857b8,Zylan Colombo,5,5,0,0.0,0.0,10,-2.7081,0.438,0.312,0.6047,0.438,0.8,34557,4.5,4,2.0
t6,Beach weekender,spatial,disruption,price_desc,lp72a36,Best Western Elyon Colombo,5,5,0,0.0,0.0,9,-3.2958,0.844,0.781,0.5687,0.812,0.875,19568,4.2,4,5.1
t6,Beach weekender,spatial,disruption,price_desc,lp800a1,Nyne Hotels Lake Lodge - Colombo,5,5,0,0.0,0.0,8,-2.1972,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t6,Beach weekender,spatial,disruption,price_desc,lp656d40c7,Sheraton Colombo Hotel,5,5,1,0.2,20.0,3,-1.0986,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t6,Beach weekender,spatial,disruption,price_desc,lp40d3f,Global Towers Hotel & Apartments,5,5,0,0.0,0.0,7,-3.3673,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t6,Beach weekender,spatial,disruption,price_desc,lp5f0e5,Paradise Road Tintagel Colombo,5,5,1,0.2,20.0,2,0.0,0.375,0.406,0.8687,0.0,0.85,96633,4.5,5,1.7
t6,Beach weekender,spatial,disruption,price_desc,lp6e625,Hotel Janaki,5,5,0,0.0,0.0,6,-3.4012,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t6,Beach weekender,spatial,disruption,price_desc,lp76eba,Radisson Hotel Colombo,5,5,0,0.0,0.0,5,-2.9444,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t6,Beach weekender,spatial,disruption,price_desc,lp65589ffb,MaRadha Colombo,5,5,0,0.0,0.0,31,-2.6391,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t6,Beach weekender,spatial,disruption,price_desc,lp6f007,Clock Inn Colombo,5,5,0,0.0,0.0,32,-3.434,0.75,0.75,0.0563,0.938,0.625,13715,3.8,2,3.4
t6,Beach weekender,spatial,disruption,rating,lp102b02,Marino Beach Colombo,29,29,0,0.0,0.0,4,-1.3863,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t6,Beach weekender,spatial,disruption,rating,lp6557c6e0,Granbell Hotel Colombo,29,29,0,0.0,0.0,30,-1.6094,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t6,Beach weekender,spatial,disruption,rating,lp741c5,Cinnamon Red Colombo,29,29,0,0.0,0.0,29,-2.1972,0.531,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t6,Beach weekender,spatial,disruption,rating,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,29,29,0,0.0,0.0,28,-3.1355,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t6,Beach weekender,spatial,disruption,rating,lp655a9e91,Zest Metropole,29,29,0,0.0,0.0,27,-2.8904,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t6,Beach weekender,spatial,disruption,rating,lp656d3aa9,Sofia Colombo City Hotel,29,29,0,0.0,0.0,26,-2.8332,0.656,0.688,0.5922,0.594,0.35,23620,4.3,4,2.4
t6,Beach weekender,spatial,disruption,rating,lp803e1,Galle Face Hotel,29,29,0,0.0,0.0,25,-2.6391,0.281,0.344,0.8141,0.281,0.4,38531,4.5,5,1.8
t6,Beach weekender,spatial,disruption,rating,lpb1537,Shangri-La Colombo,29,29,7,0.241379,24.14,3,-1.0986,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t6,Beach weekender,spatial,disruption,rating,lp3e58e,The Kingsbury Colombo,29,29,0,0.0,0.0,24,-3.0445,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t6,Beach weekender,spatial,disruption,rating,lp30277,Hilton Colombo Residence,29,29,0,0.0,0.0,23,-2.7726,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t6,Beach weekender,spatial,disruption,rating,lp67708,Supun Arcade Residency,29,29,0,0.0,0.0,22,-3.3673,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t6,Beach weekender,spatial,disruption,rating,lp7c172,Mirage Colombo,29,29,0,0.0,0.0,21,-3.3322,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t6,Beach weekender,spatial,disruption,rating,lp33ddb,"Taj Samudra, Colombo",29,29,0,0.0,0.0,20,-2.7081,0.25,0.281,0.9016,0.156,0.55,43993,4.5,5,1.7
t6,Beach weekender,spatial,disruption,rating,lpa0a8a,NH Collection Colombo,29,29,0,0.0,0.0,19,-1.7918,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t6,Beach weekender,spatial,disruption,rating,lp1bc0d,Hilton Colombo Hotel,29,29,0,0.0,0.0,18,-3.091,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t6,Beach weekender,spatial,disruption,rating,lp71118,CityRest Fort,29,29,0,0.0,0.0,17,-3.4657,0.094,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t6,Beach weekender,spatial,disruption,rating,lp43673,Pegasus Reef - A Beach Resort in Colombo,29,29,0,0.0,0.0,31,-3.2958,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t6,Beach weekender,spatial,disruption,rating,lpc0df6,Fern Colombo,29,29,0,0.0,0.0,16,-3.2581,0.406,0.375,0.1422,0.844,0.75,16245,4.0,3,1.8
t6,Beach weekender,spatial,disruption,rating,lp6574b103,"Amari Colombo, Sri Lanka",29,29,0,0.0,0.0,15,-2.3026,0.562,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t6,Beach weekender,spatial,disruption,rating,lp81760,The Steuart by Citrus,29,29,0,0.0,0.0,14,-3.1781,0.125,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t6,Beach weekender,spatial,disruption,rating,lp67286,Colombo Court Hotel & Spa,29,29,0,0.0,0.0,13,-2.0794,0.719,0.719,0.5938,0.094,0.725,52144,4.5,4,3.3
t6,Beach weekender,spatial,disruption,rating,lpc08f9,Morven Hotel Colombo,29,29,0,0.0,0.0,12,-2.3979,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t6,Beach weekender,spatial,disruption,rating,lp857b8,Zylan Colombo,29,29,0,0.0,0.0,11,-2.4849,0.438,0.312,0.6047,0.438,0.8,34557,4.5,4,2.0
t6,Beach weekender,spatial,disruption,rating,lp72a36,Best Western Elyon Colombo,29,29,0,0.0,0.0,10,-2.9957,0.844,0.781,0.5687,0.812,0.875,19568,4.2,4,5.1
t6,Beach weekender,spatial,disruption,rating,lp800a1,Nyne Hotels Lake Lodge - Colombo,29,29,0,0.0,0.0,9,-1.9459,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t6,Beach weekender,spatial,disruption,rating,lp656d40c7,Sheraton Colombo Hotel,29,29,10,0.344828,34.48,2,-0.6931,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t6,Beach weekender,spatial,disruption,rating,lp40d3f,Global Towers Hotel & Apartments,29,29,0,0.0,0.0,8,-3.434,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t6,Beach weekender,spatial,disruption,rating,lp5f0e5,Paradise Road Tintagel Colombo,29,29,0,0.0,0.0,7,-2.5649,0.375,0.406,0.8687,0.0,0.85,96633,4.5,5,1.7
t6,Beach weekender,spatial,disruption,rating,lp6e625,Hotel Janaki,29,29,0,0.0,0.0,6,-3.2189,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t6,Beach weekender,spatial,disruption,rating,lp76eba,Radisson Hotel Colombo,29,29,0,0.0,0.0,5,-2.9444,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t6,Beach weekender,spatial,disruption,rating,lp65589ffb,MaRadha Colombo,29,29,12,0.413793,41.38,1,0.0,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t6,Beach weekender,spatial,disruption,rating,lp6f007,Clock Inn Colombo,29,29,0,0.0,0.0,32,-3.4012,0.75,0.75,0.0563,0.938,0.625,13715,3.8,2,3.4
t6,Beach weekender,spatial,disruption,travel,lp102b02,Marino Beach Colombo,80,80,0,0.0,0.0,4,-1.7918,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t6,Beach weekender,spatial,disruption,travel,lp6557c6e0,Granbell Hotel Colombo,80,80,0,0.0,0.0,30,-2.5649,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t6,Beach weekender,spatial,disruption,travel,lp741c5,Cinnamon Red Colombo,80,80,0,0.0,0.0,29,-2.6391,0.531,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t6,Beach weekender,spatial,disruption,travel,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,80,80,0,0.0,0.0,28,-3.3322,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t6,Beach weekender,spatial,disruption,travel,lp655a9e91,Zest Metropole,80,80,0,0.0,0.0,27,-3.3673,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t6,Beach weekender,spatial,disruption,travel,lp656d3aa9,Sofia Colombo City Hotel,80,80,0,0.0,0.0,26,-2.3026,0.656,0.688,0.5922,0.594,0.35,23620,4.3,4,2.4
t6,Beach weekender,spatial,disruption,travel,lp803e1,Galle Face Hotel,80,80,0,0.0,0.0,25,-3.0445,0.281,0.344,0.8141,0.281,0.4,38531,4.5,5,1.8
t6,Beach weekender,spatial,disruption,travel,lpb1537,Shangri-La Colombo,80,80,0,0.0,0.0,24,-3.2189,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t6,Beach weekender,spatial,disruption,travel,lp3e58e,The Kingsbury Colombo,80,80,0,0.0,0.0,23,-3.2581,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t6,Beach weekender,spatial,disruption,travel,lp30277,Hilton Colombo Residence,80,80,0,0.0,0.0,22,-3.1781,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t6,Beach weekender,spatial,disruption,travel,lp67708,Supun Arcade Residency,80,80,0,0.0,0.0,21,-1.3863,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t6,Beach weekender,spatial,disruption,travel,lp7c172,Mirage Colombo,80,80,32,0.4,40.0,1,0.0,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t6,Beach weekender,spatial,disruption,travel,lp33ddb,"Taj Samudra, Colombo",80,80,0,0.0,0.0,20,-3.1355,0.25,0.281,0.9016,0.156,0.55,43993,4.5,5,1.7
t6,Beach weekender,spatial,disruption,travel,lpa0a8a,NH Collection Colombo,80,80,0,0.0,0.0,19,-2.7081,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t6,Beach weekender,spatial,disruption,travel,lp1bc0d,Hilton Colombo Hotel,80,80,0,0.0,0.0,18,-3.434,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t6,Beach weekender,spatial,disruption,travel,lp71118,CityRest Fort,80,80,0,0.0,0.0,17,-3.4012,0.094,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t6,Beach weekender,spatial,disruption,travel,lp43673,Pegasus Reef - A Beach Resort in Colombo,80,80,0,0.0,0.0,16,-3.4657,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t6,Beach weekender,spatial,disruption,travel,lpc0df6,Fern Colombo,80,80,0,0.0,0.0,15,-2.9444,0.406,0.375,0.1422,0.844,0.75,16245,4.0,3,1.8
t6,Beach weekender,spatial,disruption,travel,lp6574b103,"Amari Colombo, Sri Lanka",80,80,0,0.0,0.0,14,-2.7726,0.562,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t6,Beach weekender,spatial,disruption,travel,lp81760,The Steuart by Citrus,80,80,0,0.0,0.0,13,-3.2958,0.125,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t6,Beach weekender,spatial,disruption,travel,lp67286,Colombo Court Hotel & Spa,80,80,0,0.0,0.0,12,-2.1972,0.719,0.719,0.5938,0.094,0.725,52144,4.5,4,3.3
t6,Beach weekender,spatial,disruption,travel,lpc08f9,Morven Hotel Colombo,80,80,0,0.0,0.0,11,-2.8332,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t6,Beach weekender,spatial,disruption,travel,lp857b8,Zylan Colombo,80,80,0,0.0,0.0,10,-3.091,0.438,0.312,0.6047,0.438,0.8,34557,4.5,4,2.0
t6,Beach weekender,spatial,disruption,travel,lp72a36,Best Western Elyon Colombo,80,80,0,0.0,0.0,9,-1.9459,0.844,0.781,0.5687,0.812,0.875,19568,4.2,4,5.1
t6,Beach weekender,spatial,disruption,travel,lp800a1,Nyne Hotels Lake Lodge - Colombo,80,80,0,0.0,0.0,8,-2.8904,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t6,Beach weekender,spatial,disruption,travel,lp656d40c7,Sheraton Colombo Hotel,80,80,0,0.0,0.0,7,-2.4849,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t6,Beach weekender,spatial,disruption,travel,lp40d3f,Global Towers Hotel & Apartments,80,80,29,0.3625,36.25,2,-0.6931,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t6,Beach weekender,spatial,disruption,travel,lp5f0e5,Paradise Road Tintagel Colombo,80,80,0,0.0,0.0,6,-2.9957,0.375,0.406,0.8687,0.0,0.85,96633,4.5,5,1.7
t6,Beach weekender,spatial,disruption,travel,lp6e625,Hotel Janaki,80,80,0,0.0,0.0,5,-2.3979,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t6,Beach weekender,spatial,disruption,travel,lp76eba,Radisson Hotel Colombo,80,80,19,0.2375,23.75,3,-1.0986,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t6,Beach weekender,spatial,disruption,travel,lp65589ffb,MaRadha Colombo,80,80,0,0.0,0.0,31,-1.6094,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t6,Beach weekender,spatial,disruption,travel,lp6f007,Clock Inn Colombo,80,80,0,0.0,0.0,32,-2.0794,0.75,0.75,0.0563,0.938,0.625,13715,3.8,2,3.4
t7,Long-stay consultant,economic,accessibility,distance,lp102b02,Marino Beach Colombo,98,98,0,0.0,0.0,5,-2.5649,0.594,0.469,0.9047,0.469,0.625,30177,4.6,5,3.2
t7,Long-stay consultant,economic,accessibility,distance,lp6557c6e0,Granbell Hotel Colombo,98,98,0,0.0,0.0,30,-2.7726,0.438,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t7,Long-stay consultant,economic,accessibility,distance,lp741c5,Cinnamon Red Colombo,98,98,1,0.010204,1.02,4,-2.1972,0.719,0.781,0.6266,0.375,0.35,36530,4.5,4,1.9
t7,Long-stay consultant,economic,accessibility,distance,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,98,98,0,0.0,0.0,29,-3.3322,0.094,0.188,0.525,0.531,0.5,28429,4.2,4,2.1
t7,Long-stay consultant,economic,accessibility,distance,lp655a9e91,Zest Metropole,98,98,0,0.0,0.0,28,-3.3673,0.125,0.219,0.5375,0.656,0.5,21223,4.3,4,2.0
t7,Long-stay consultant,economic,accessibility,distance,lp656d3aa9,Sofia Colombo City Hotel,98,98,0,0.0,0.0,27,-2.3979,0.625,0.531,0.5922,0.594,0.35,23620,4.3,4,2.4
t7,Long-stay consultant,economic,accessibility,distance,lp803e1,Galle Face Hotel,98,98,0,0.0,0.0,26,-3.0445,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t7,Long-stay consultant,economic,accessibility,distance,lpb1537,Shangri-La Colombo,98,98,0,0.0,0.0,25,-3.2189,0.219,0.156,0.9281,0.031,0.4,68781,4.7,5,1.9
t7,Long-stay consultant,economic,accessibility,distance,lp3e58e,The Kingsbury Colombo,98,98,0,0.0,0.0,24,-3.4012,0.062,0.062,0.8766,0.312,0.55,37025,4.2,5,2.2
t7,Long-stay consultant,economic,accessibility,distance,lp30277,Hilton Colombo Residence,98,98,0,0.0,0.0,23,-1.7918,0.812,0.75,0.9062,0.188,0.55,43133,4.4,5,0.9
t7,Long-stay consultant,economic,accessibility,distance,lp67708,Supun Arcade Residency,98,98,0,0.0,0.0,22,-2.9957,0.375,0.344,0.4906,0.719,0.725,20768,3.8,4,5.7
t7,Long-stay consultant,economic,accessibility,distance,lp7c172,Mirage Colombo,98,98,0,0.0,0.0,21,-3.1781,0.25,0.031,0.6328,0.75,0.8,20482,3.8,4,6.3
t7,Long-stay consultant,economic,accessibility,distance,lp33ddb,"Taj Samudra, Colombo",98,98,0,0.0,0.0,20,-3.091,0.344,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t7,Long-stay consultant,economic,accessibility,distance,lpa0a8a,NH Collection Colombo,98,98,0,0.0,0.0,19,-2.4849,0.656,0.812,0.9594,0.344,0.325,36981,4.6,5,2.0
t7,Long-stay consultant,economic,accessibility,distance,lp1bc0d,Hilton Colombo Hotel,98,98,0,0.0,0.0,18,-3.2581,0.188,0.094,0.8547,0.125,0.475,47767,4.2,5,1.9
t7,Long-stay consultant,economic,accessibility,distance,lp71118,CityRest Fort,98,98,0,0.0,0.0,17,-3.2958,0.156,0.25,0.1922,0.969,0.45,11502,3.5,3,2.0
t7,Long-stay consultant,economic,accessibility,distance,lp43673,Pegasus Reef - A Beach Resort in Colombo,98,98,0,0.0,0.0,16,-3.4657,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t7,Long-stay consultant,economic,accessibility,distance,lpc0df6,Fern Colombo,98,98,29,0.295918,29.59,2,-0.6931,0.938,0.938,0.1422,0.844,0.75,16245,4.0,3,1.8
t7,Long-stay consultant,economic,accessibility,distance,lp6574b103,"Amari Colombo, Sri Lanka",98,98,0,0.0,0.0,15,-2.8332,0.469,0.719,0.8687,0.219,0.4,42203,4.5,5,2.2
t7,Long-stay consultant,economic,accessibility,distance,lp81760,The Steuart by Citrus,98,98,0,0.0,0.0,14,-3.434,0.031,0.125,0.4266,0.625,0.5,22604,4.2,4,2.2
t7,Long-stay consultant,economic,accessibility,distance,lp67286,Colombo Court Hotel & Spa,98,98,0,0.0,0.0,13,-1.9459,0.781,0.844,0.5938,0.094,0.725,52144,4.5,4,3.3
t7,Long-stay consultant,economic,accessibility,distance,lpc08f9,Morven Hotel Colombo,98,98,0,0.0,0.0,12,-2.8904,0.5,0.5,0.6703,0.688,0.2,21054,4.5,4,2.1
t7,Long-stay consultant,economic,accessibility,distance,lp857b8,Zylan Colombo,98,98,50,0.510204,51.02,1,0.0,0.969,0.969,0.6047,0.438,0.8,34557,4.5,4,2.0
t7,Long-stay consultant,economic,accessibility,distance,lp72a36,Best Western Elyon Colombo,98,98,0,0.0,0.0,11,-1.3863,0.844,0.625,0.5687,0.812,0.875,19568,4.2,4,5.1
t7,Long-stay consultant,economic,accessibility,distance,lp800a1,Nyne Hotels Lake Lodge - Colombo,98,98,0,0.0,0.0,10,-2.0794,0.75,0.656,0.5094,0.25,0.2,39335,4.6,4,1.5
t7,Long-stay consultant,economic,accessibility,distance,lp656d40c7,Sheraton Colombo Hotel,98,98,0,0.0,0.0,9,-2.6391,0.531,0.688,0.7312,0.062,0.4,56627,4.7,5,2.2
t7,Long-stay consultant,economic,accessibility,distance,lp40d3f,Global Towers Hotel & Apartments,98,98,0,0.0,0.0,8,-3.1355,0.312,0.281,0.5375,0.875,0.725,16041,3.5,4,5.6
t7,Long-stay consultant,economic,accessibility,distance,lp5f0e5,Paradise Road Tintagel Colombo,98,98,18,0.183673,18.37,3,-1.0986,0.906,0.906,0.8687,0.0,0.85,96633,4.5,5,1.7
t7,Long-stay consultant,economic,accessibility,distance,lp6e625,Hotel Janaki,98,98,0,0.0,0.0,7,-1.6094,0.875,0.875,0.2188,0.906,0.825,15319,4.0,3,4.2
t7,Long-stay consultant,economic,accessibility,distance,lp76eba,Radisson Hotel Colombo,98,98,0,0.0,0.0,6,-2.9444,0.406,0.375,0.4703,0.562,0.8,27402,4.2,4,5.0
t7,Long-stay consultant,economic,accessibility,distance,lp65589ffb,MaRadha Colombo,98,98,0,0.0,0.0,31,-2.7081,0.562,0.438,0.325,0.406,0.675,35408,4.8,3,3.6
t7,Long-stay consultant,economic,accessibility,distance,lp6f007,Clock Inn Colombo,98,98,0,0.0,0.0,32,-2.3026,0.688,0.562,0.0563,0.938,0.625,13715,3.8,2,3.4
t7,Long-stay consultant,economic,accessibility,price_asc,lp102b02,Marino Beach Colombo,11,11,0,0.0,0.0,32,-2.8332,0.594,0.469,0.9047,0.469,0.625,30177,4.6,5,3.2
t7,Long-stay consultant,economic,accessibility,price_asc,lp6557c6e0,Granbell Hotel Colombo,11,11,0,0.0,0.0,31,-2.7726,0.438,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t7,Long-stay consultant,economic,accessibility,price_asc,lp741c5,Cinnamon Red Colombo,11,11,0,0.0,0.0,4,-2.9957,0.719,0.781,0.6266,0.375,0.35,36530,4.5,4,1.9
t7,Long-stay consultant,economic,accessibility,price_asc,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,11,11,0,0.0,0.0,30,-2.7081,0.094,0.188,0.525,0.531,0.5,28429,4.2,4,2.1
t7,Long-stay consultant,economic,accessibility,price_asc,lp655a9e91,Zest Metropole,11,11,0,0.0,0.0,29,-2.3979,0.125,0.219,0.5375,0.656,0.5,21223,4.3,4,2.0
t7,Long-stay consultant,economic,accessibility,price_asc,lp656d3aa9,Sofia Colombo City Hotel,11,11,0,0.0,0.0,28,-2.5649,0.625,0.531,0.5922,0.594,0.35,23620,4.3,4,2.4
