task_id,persona,primary_dimension,secondary_dimension,sort_mode,hotel_id,hotel_name,n_respondents,n_shown,n_chosen,share,share_pct,rank_in_group,mean_neg_log_position,spatial,accessibility,facility,economic,disruption,price_lkr,rating,star,distance_km
t3,Self-funded worker,economic,accessibility,price_asc,lp7c172,Mirage Colombo,50,49,0,0.0,0.0,22,-2.0794,0.031,0.062,0.6328,0.75,0.8,20482,3.8,4,6.3
t3,Self-funded worker,economic,accessibility,price_asc,lp33ddb,"Taj Samudra, Colombo",50,49,0,0.0,0.0,21,-3.2958,0.75,0.719,0.9016,0.156,0.55,43993,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,price_asc,lpa0a8a,NH Collection Colombo,50,49,0,0.0,0.0,20,-3.0445,0.594,0.531,0.9594,0.344,0.325,36981,4.6,5,2.0
t3,Self-funded worker,economic,accessibility,price_asc,lp1bc0d,Hilton Colombo Hotel,50,49,0,0.0,0.0,19,-3.3322,0.812,0.75,0.8547,0.125,0.475,47767,4.2,5,1.9
t3,Self-funded worker,economic,accessibility,price_asc,lp71118,CityRest Fort,50,50,33,0.66,66.0,1,0.0,0.875,0.875,0.1922,0.969,0.45,11502,3.5,3,2.0
t3,Self-funded worker,economic,accessibility,price_asc,lp43673,Pegasus Reef - A Beach Resort in Colombo,50,49,0,0.0,0.0,17,-1.9459,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t3,Self-funded worker,economic,accessibility,price_asc,lpc0df6,Fern Colombo,50,50,0,0.0,0.0,16,-1.6094,0.375,0.25,0.1422,0.844,0.75,16245,4.0,3,1.8
t3,Self-funded worker,economic,accessibility,price_asc,lp6574b103,"Amari Colombo, Sri Lanka",50,49,0,0.0,0.0,15,-3.2189,0.562,0.656,0.8687,0.219,0.4,42203,4.5,5,2.2
t3,Self-funded worker,economic,accessibility,price_asc,lp81760,The Steuart by Citrus,50,49,0,0.0,0.0,14,-2.4849,0.938,0.969,0.4266,0.625,0.5,22604,4.2,4,2.2
t3,Self-funded worker,economic,accessibility,price_asc,lp67286,Colombo Court Hotel & Spa,50,49,0,0.0,0.0,13,-3.3673,0.281,0.375,0.5938,0.094,0.725,52144,4.5,4,3.3
t3,Self-funded worker,economic,accessibility,price_asc,lpc08f9,Morven Hotel Colombo,50,49,0,0.0,0.0,12,-2.3026,0.625,0.688,0.6703,0.688,0.2,21054,4.5,4,2.1
t3,Self-funded worker,economic,accessibility,price_asc,lp857b8,Zylan Colombo,50,49,0,0.0,0.0,11,-2.8904,0.312,0.188,0.6047,0.438,0.8,34557,4.5,4,2.0
t3,Self-funded worker,economic,accessibility,price_asc,lp72a36,Best Western Elyon Colombo,50,50,0,0.0,0.0,10,-1.7918,0.094,0.031,0.5687,0.812,0.875,19568,4.2,4,5.1
t3,Self-funded worker,economic,accessibility,price_asc,lp800a1,Nyne Hotels Lake Lodge - Colombo,50,49,0,0.0,0.0,9,-3.1781,0.656,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t3,Self-funded worker,economic,accessibility,price_asc,lp656d40c7,Sheraton Colombo Hotel,50,49,0,0.0,0.0,8,-3.4012,0.469,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t3,Self-funded worker,economic,accessibility,price_asc,lp40d3f,Global Towers Hotel & Apartments,50,50,0,0.0,0.0,7,-1.3863,0.125,0.156,0.5375,0.875,0.725,16041,3.5,4,5.6
t3,Self-funded worker,economic,accessibility,price_asc,lp5f0e5,Paradise Road Tintagel Colombo,50,49,0,0.0,0.0,6,-3.4657,0.406,0.281,0.8687,0.0,0.85,96633,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,price_asc,lp6e625,Hotel Janaki,50,50,3,0.06,6.0,3,-1.0986,0.188,0.094,0.2188,0.906,0.825,15319,4.0,3,4.2
t3,Self-funded worker,economic,accessibility,price_asc,lp76eba,Radisson Hotel Colombo,50,49,0,0.0,0.0,5,-2.6391,0.156,0.219,0.4703,0.562,0.8,27402,4.2,4,5.0
t3,Self-funded worker,economic,accessibility,price_asc,lp65589ffb,MaRadha Colombo,50,49,0,0.0,0.0,18,-2.9444,0.219,0.312,0.325,0.406,0.675,35408,4.8,3,3.6
t3,Self-funded worker,economic,accessibility,price_asc,lp6f007,Clock Inn Colombo,50,50,14,0.28,28.0,2,-0.6931,0.25,0.406,0.0563,0.938,0.625,13715,3.8,2,3.4
t3,Self-funded worker,economic,accessibility,price_desc,lp102b02,Marino Beach Colombo,4,4,0,0.0,0.0,3,-2.7726,0.344,0.344,0.9047,0.469,0.625,30177,4.6,5,3.2
t3,Self-funded worker,economic,accessibility,price_desc,lp6557c6e0,Granbell Hotel Colombo,4,4,0,0.0,0.0,30,-2.8332,0.5,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t3,Self-funded worker,economic,accessibility,price_desc,lp741c5,Cinnamon Red Colombo,4,4,0,0.0,0.0,29,-2.5649,0.531,0.469,0.6266,0.375,0.35,36530,4.5,4,1.9
t3,Self-funded worker,economic,accessibility,price_desc,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,4,4,0,0.0,0.0,28,-2.8904,0.969,0.781,0.525,0.531,0.5,28429,4.2,4,2.1
t3,Self-funded worker,economic,accessibility,price_desc,lp655a9e91,Zest Metropole,4,4,0,0.0,0.0,27,-3.091,0.906,0.844,0.5375,0.656,0.5,21223,4.3,4,2.0
t3,Self-funded worker,economic,accessibility,price_desc,lp656d3aa9,Sofia Colombo City Hotel,4,4,0,0.0,0.0,26,-2.9957,0.438,0.562,0.5922,0.594,0.35,23620,4.3,4,2.4
t3,Self-funded worker,economic,accessibility,price_desc,lp803e1,Galle Face Hotel,4,4,0,0.0,0.0,25,-2.3026,0.719,0.812,0.8141,0.281,0.4,38531,4.5,5,1.8
t3,Self-funded worker,economic,accessibility,price_desc,lpb1537,Shangri-La Colombo,4,4,3,0.75,75.0,1,-0.6931,0.781,0.906,0.9281,0.031,0.4,68781,4.7,5,1.9
t3,Self-funded worker,economic,accessibility,price_desc,lp3e58e,The Kingsbury Colombo,4,4,0,0.0,0.0,24,-2.3979,0.844,0.938,0.8766,0.312,0.55,37025,4.2,5,2.2
t3,Self-funded worker,economic,accessibility,price_desc,lp30277,Hilton Colombo Residence,4,4,0,0.0,0.0,23,-1.9459,0.688,0.5,0.9062,0.188,0.55,43133,4.4,5,0.9
t3,Self-funded worker,economic,accessibility,price_desc,lp67708,Supun Arcade Residency,4,4,0,0.0,0.0,22,-3.1781,0.062,0.125,0.4906,0.719,0.725,20768,3.8,4,5.7
t3,Self-funded worker,economic,accessibility,price_desc,lp7c172,Mirage Colombo,4,4,0,0.0,0.0,21,-3.2189,0.031,0.062,0.6328,0.75,0.8,20482,3.8,4,6.3
t3,Self-funded worker,economic,accessibility,price_desc,lp33ddb,"Taj Samudra, Colombo",4,4,0,0.0,0.0,20,-1.7918,0.75,0.719,0.9016,0.156,0.55,43993,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,price_desc,lpa0a8a,NH Collection Colombo,4,4,0,0.0,0.0,19,-2.4849,0.594,0.531,0.9594,0.344,0.325,36981,4.6,5,2.0
t3,Self-funded worker,economic,accessibility,price_desc,lp1bc0d,Hilton Colombo Hotel,4,4,0,0.0,0.0,18,-1.6094,0.812,0.75,0.8547,0.125,0.475,47767,4.2,5,1.9
t3,Self-funded worker,economic,accessibility,price_desc,lp71118,CityRest Fort,4,4,0,0.0,0.0,17,-3.4657,0.875,0.875,0.1922,0.969,0.45,11502,3.5,3,2.0
t3,Self-funded worker,economic,accessibility,price_desc,lp43673,Pegasus Reef - A Beach Resort in Colombo,4,4,0,0.0,0.0,16,-3.2581,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t3,Self-funded worker,economic,accessibility,price_desc,lpc0df6,Fern Colombo,4,4,0,0.0,0.0,15,-3.3322,0.375,0.25,0.1422,0.844,0.75,16245,4.0,3,1.8
t3,Self-funded worker,economic,accessibility,price_desc,lp6574b103,"Amari Colombo, Sri Lanka",4,4,0,0.0,0.0,14,-2.0794,0.562,0.656,0.8687,0.219,0.4,42203,4.5,5,2.2
t3,Self-funded worker,economic,accessibility,price_desc,lp81760,The Steuart by Citrus,4,4,0,0.0,0.0,13,-3.0445,0.938,0.969,0.4266,0.625,0.5,22604,4.2,4,2.2
t3,Self-funded worker,economic,accessibility,price_desc,lp67286,Colombo Court Hotel & Spa,4,4,0,0.0,0.0,12,-1.3863,0.281,0.375,0.5938,0.094,0.725,52144,4.5,4,3.3
t3,Self-funded worker,economic,accessibility,price_desc,lpc08f9,Morven Hotel Colombo,4,4,0,0.0,0.0,11,-3.1355,0.625,0.688,0.6703,0.688,0.2,21054,4.5,4,2.1
t3,Self-funded worker,economic,accessibility,price_desc,lp857b8,Zylan Colombo,4,4,0,0.0,0.0,10,-2.7081,0.312,0.188,0.6047,0.438,0.8,34557,4.5,4,2.0
t3,Self-funded worker,economic,accessibility,price_desc,lp72a36,Best Western Elyon Colombo,4,4,0,0.0,0.0,9,-3.2958,0.094,0.031,0.5687,0.812,0.875,19568,4.2,4,5.1
t3,Self-funded worker,economic,accessibility,price_desc,lp800a1,Nyne Hotels Lake Lodge - Colombo,4,4,0,0.0,0.0,8,-2.1972,0.656,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t3,Self-funded worker,economic,accessibility,price_desc,lp656d40c7,Sheraton Colombo Hotel,4,4,0,0.0,0.0,7,-1.0986,0.469,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t3,Self-funded worker,economic,accessibility,price_desc,lp40d3f,Global Towers Hotel & Apartments,4,4,0,0.0,0.0,6,-3.3673,0.125,0.156,0.5375,0.875,0.725,16041,3.5,4,5.6
t3,Self-funded worker,economic,accessibility,price_desc,lp5f0e5,Paradise Road Tintagel Colombo,4,4,1,0.25,25.0,2,0.0,0.406,0.281,0.8687,0.0,0.85,96633,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,price_desc,lp6e625,Hotel Janaki,4,4,0,0.0,0.0,5,-3.4012,0.188,0.094,0.2188,0.906,0.825,15319,4.0,3,4.2
t3,Self-funded worker,economic,accessibility,price_desc,lp76eba,Radisson Hotel Colombo,4,4,0,0.0,0.0,4,-2.9444,0.156,0.219,0.4703,0.562,0.8,27402,4.2,4,5.0
t3,Self-funded worker,economic,accessibility,price_desc,lp65589ffb,MaRadha Colombo,4,4,0,0.0,0.0,31,-2.6391,0.219,0.312,0.325,0.406,0.675,35408,4.8,3,3.6
t3,Self-funded worker,economic,accessibility,price_desc,lp6f007,Clock Inn Colombo,4,4,0,0.0,0.0,32,-3.434,0.25,0.406,0.0563,0.938,0.625,13715,3.8,2,3.4
t3,Self-funded worker,economic,accessibility,rating,lp102b02,Marino Beach Colombo,30,30,0,0.0,0.0,4,-1.9459,0.344,0.344,0.9047,0.469,0.625,30177,4.6,5,3.2
t3,Self-funded worker,economic,accessibility,rating,lp6557c6e0,Granbell Hotel Colombo,30,30,0,0.0,0.0,30,-1.6094,0.5,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t3,Self-funded worker,economic,accessibility,rating,lp741c5,Cinnamon Red Colombo,30,30,0,0.0,0.0,29,-2.3979,0.531,0.469,0.6266,0.375,0.35,36530,4.5,4,1.9
t3,Self-funded worker,economic,accessibility,rating,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,30,30,0,0.0,0.0,28,-2.9444,0.969,0.781,0.525,0.531,0.5,28429,4.2,4,2.1
t3,Self-funded worker,economic,accessibility,rating,lp655a9e91,Zest Metropole,30,30,0,0.0,0.0,27,-2.8332,0.906,0.844,0.5375,0.656,0.5,21223,4.3,4,2.0
t3,Self-funded worker,economic,accessibility,rating,lp656d3aa9,Sofia Colombo City Hotel,30,30,0,0.0,0.0,26,-2.8904,0.438,0.562,0.5922,0.594,0.35,23620,4.3,4,2.4
t3,Self-funded worker,economic,accessibility,rating,lp803e1,Galle Face Hotel,30,30,0,0.0,0.0,25,-2.1972,0.719,0.812,0.8141,0.281,0.4,38531,4.5,5,1.8
t3,Self-funded worker,economic,accessibility,rating,lpb1537,Shangri-La Colombo,30,30,8,0.266667,26.67,2,-0.6931,0.781,0.906,0.9281,0.031,0.4,68781,4.7,5,1.9
t3,Self-funded worker,economic,accessibility,rating,lp3e58e,The Kingsbury Colombo,30,30,0,0.0,0.0,24,-3.0445,0.844,0.938,0.8766,0.312,0.55,37025,4.2,5,2.2
t3,Self-funded worker,economic,accessibility,rating,lp30277,Hilton Colombo Residence,30,30,0,0.0,0.0,23,-2.7726,0.688,0.5,0.9062,0.188,0.55,43133,4.4,5,0.9
t3,Self-funded worker,economic,accessibility,rating,lp67708,Supun Arcade Residency,30,30,0,0.0,0.0,22,-3.3673,0.062,0.125,0.4906,0.719,0.725,20768,3.8,4,5.7
t3,Self-funded worker,economic,accessibility,rating,lp7c172,Mirage Colombo,30,30,0,0.0,0.0,21,-3.4012,0.031,0.062,0.6328,0.75,0.8,20482,3.8,4,6.3
t3,Self-funded worker,economic,accessibility,rating,lp33ddb,"Taj Samudra, Colombo",30,30,0,0.0,0.0,20,-2.0794,0.75,0.719,0.9016,0.156,0.55,43993,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,rating,lpa0a8a,NH Collection Colombo,30,30,0,0.0,0.0,19,-1.7918,0.594,0.531,0.9594,0.344,0.325,36981,4.6,5,2.0
t3,Self-funded worker,economic,accessibility,rating,lp1bc0d,Hilton Colombo Hotel,30,30,0,0.0,0.0,18,-3.091,0.812,0.75,0.8547,0.125,0.475,47767,4.2,5,1.9
t3,Self-funded worker,economic,accessibility,rating,lp71118,CityRest Fort,30,30,0,0.0,0.0,17,-3.434,0.875,0.875,0.1922,0.969,0.45,11502,3.5,3,2.0
t3,Self-funded worker,economic,accessibility,rating,lp43673,Pegasus Reef - A Beach Resort in Colombo,30,30,0,0.0,0.0,31,-3.2958,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t3,Self-funded worker,economic,accessibility,rating,lpc0df6,Fern Colombo,30,30,0,0.0,0.0,16,-3.2189,0.375,0.25,0.1422,0.844,0.75,16245,4.0,3,1.8
t3,Self-funded worker,economic,accessibility,rating,lp6574b103,"Amari Colombo, Sri Lanka",30,30,0,0.0,0.0,15,-2.4849,0.562,0.656,0.8687,0.219,0.4,42203,4.5,5,2.2
t3,Self-funded worker,economic,accessibility,rating,lp81760,The Steuart by Citrus,30,30,0,0.0,0.0,14,-2.9957,0.938,0.969,0.4266,0.625,0.5,22604,4.2,4,2.2
t3,Self-funded worker,economic,accessibility,rating,lp67286,Colombo Court Hotel & Spa,30,30,0,0.0,0.0,13,-2.7081,0.281,0.375,0.5938,0.094,0.725,52144,4.5,4,3.3
t3,Self-funded worker,economic,accessibility,rating,lpc08f9,Morven Hotel Colombo,30,30,0,0.0,0.0,12,-2.3026,0.625,0.688,0.6703,0.688,0.2,21054,4.5,4,2.1
t3,Self-funded worker,economic,accessibility,rating,lp857b8,Zylan Colombo,30,30,0,0.0,0.0,11,-2.6391,0.312,0.188,0.6047,0.438,0.8,34557,4.5,4,2.0
t3,Self-funded worker,economic,accessibility,rating,lp72a36,Best Western Elyon Colombo,30,30,0,0.0,0.0,10,-3.1781,0.094,0.031,0.5687,0.812,0.875,19568,4.2,4,5.1
t3,Self-funded worker,economic,accessibility,rating,lp800a1,Nyne Hotels Lake Lodge - Colombo,30,30,0,0.0,0.0,9,-1.3863,0.656,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t3,Self-funded worker,economic,accessibility,rating,lp656d40c7,Sheraton Colombo Hotel,30,30,5,0.166667,16.67,3,-1.0986,0.469,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t3,Self-funded worker,economic,accessibility,rating,lp40d3f,Global Towers Hotel & Apartments,30,30,0,0.0,0.0,8,-3.4657,0.125,0.156,0.5375,0.875,0.725,16041,3.5,4,5.6
t3,Self-funded worker,economic,accessibility,rating,lp5f0e5,Paradise Road Tintagel Colombo,30,30,0,0.0,0.0,7,-2.5649,0.406,0.281,0.8687,0.0,0.85,96633,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,rating,lp6e625,Hotel Janaki,30,30,0,0.0,0.0,6,-3.2581,0.188,0.094,0.2188,0.906,0.825,15319,4.0,3,4.2
t3,Self-funded worker,economic,accessibility,rating,lp76eba,Radisson Hotel Colombo,30,30,0,0.0,0.0,5,-3.1355,0.156,0.219,0.4703,0.562,0.8,27402,4.2,4,5.0
t3,Self-funded worker,economic,accessibility,rating,lp65589ffb,MaRadha Colombo,30,30,17,0.566667,56.67,1,0.0,0.219,0.312,0.325,0.406,0.675,35408,4.8,3,3.6
t3,Self-funded worker,economic,accessibility,rating,lp6f007,Clock Inn Colombo,30,30,0,0.0,0.0,32,-3.3322,0.25,0.406,0.0563,0.938,0.625,13715,3.8,2,3.4
t3,Self-funded worker,economic,accessibility,travel,lp102b02,Marino Beach Colombo,47,47,0,0.0,0.0,4,-2.9957,0.344,0.344,0.9047,0.469,0.625,30177,4.6,5,3.2
t3,Self-funded worker,economic,accessibility,travel,lp6557c6e0,Granbell Hotel Colombo,47,47,0,0.0,0.0,30,-2.6391,0.5,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t3,Self-funded worker,economic,accessibility,travel,lp741c5,Cinnamon Red Colombo,47,47,0,0.0,0.0,29,-2.8332,0.531,0.469,0.6266,0.375,0.35,36530,4.5,4,1.9
t3,Self-funded worker,economic,accessibility,travel,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,47,47,0,0.0,0.0,28,-1.7918,0.969,0.781,0.525,0.531,0.5,28429,4.2,4,2.1
t3,Self-funded worker,economic,accessibility,travel,lp655a9e91,Zest Metropole,47,47,0,0.0,0.0,27,-1.3863,0.906,0.844,0.5375,0.656,0.5,21223,4.3,4,2.0
t3,Self-funded worker,economic,accessibility,travel,lp656d3aa9,Sofia Colombo City Hotel,47,47,0,0.0,0.0,26,-2.7726,0.438,0.562,0.5922,0.594,0.35,23620,4.3,4,2.4
t3,Self-funded worker,economic,accessibility,travel,lp803e1,Galle Face Hotel,47,47,0,0.0,0.0,25,-2.0794,0.719,0.812,0.8141,0.281,0.4,38531,4.5,5,1.8
t3,Self-funded worker,economic,accessibility,travel,lpb1537,Shangri-La Colombo,47,47,9,0.191489,19.15,3,-1.0986,0.781,0.906,0.9281,0.031,0.4,68781,4.7,5,1.9
t3,Self-funded worker,economic,accessibility,travel,lp3e58e,The Kingsbury Colombo,47,47,17,0.361702,36.17,2,-0.6931,0.844,0.938,0.8766,0.312,0.55,37025,4.2,5,2.2
t3,Self-funded worker,economic,accessibility,travel,lp30277,Hilton Colombo Residence,47,47,0,0.0,0.0,24,-2.5649,0.688,0.5,0.9062,0.188,0.55,43133,4.4,5,0.9
t3,Self-funded worker,economic,accessibility,travel,lp67708,Supun Arcade Residency,47,47,0,0.0,0.0,23,-3.3322,0.062,0.125,0.4906,0.719,0.725,20768,3.8,4,5.7
t3,Self-funded worker,economic,accessibility,travel,lp7c172,Mirage Colombo,47,47,0,0.0,0.0,22,-3.4012,0.031,0.062,0.6328,0.75,0.8,20482,3.8,4,6.3
t3,Self-funded worker,economic,accessibility,travel,lp33ddb,"Taj Samudra, Colombo",47,47,0,0.0,0.0,21,-2.1972,0.75,0.719,0.9016,0.156,0.55,43993,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,travel,lpa0a8a,NH Collection Colombo,47,47,0,0.0,0.0,20,-2.7081,0.594,0.531,0.9594,0.344,0.325,36981,4.6,5,2.0
t3,Self-funded worker,economic,accessibility,travel,lp1bc0d,Hilton Colombo Hotel,47,47,0,0.0,0.0,19,-1.9459,0.812,0.75,0.8547,0.125,0.475,47767,4.2,5,1.9
t3,Self-funded worker,economic,accessibility,travel,lp71118,CityRest Fort,47,47,0,0.0,0.0,17,-1.6094,0.875,0.875,0.1922,0.969,0.45,11502,3.5,3,2.0
t3,Self-funded worker,economic,accessibility,travel,lp43673,Pegasus Reef - A Beach Resort in Colombo,47,47,0,0.0,0.0,31,-3.4657,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t3,Self-funded worker,economic,accessibility,travel,lpc0df6,Fern Colombo,47,47,0,0.0,0.0,16,-3.1781,0.375,0.25,0.1422,0.844,0.75,16245,4.0,3,1.8
t3,Self-funded worker,economic,accessibility,travel,lp6574b103,"Amari Colombo, Sri Lanka",47,47,0,0.0,0.0,15,-2.3979,0.562,0.656,0.8687,0.219,0.4,42203,4.5,5,2.2
t3,Self-funded worker,economic,accessibility,travel,lp81760,The Steuart by Citrus,47,47,21,0.446809,44.68,1,0.0,0.938,0.969,0.4266,0.625,0.5,22604,4.2,4,2.2
t3,Self-funded worker,economic,accessibility,travel,lp67286,Colombo Court Hotel & Spa,47,47,0,0.0,0.0,14,-3.0445,0.281,0.375,0.5938,0.094,0.725,52144,4.5,4,3.3
t3,Self-funded worker,economic,accessibility,travel,lpc08f9,Morven Hotel Colombo,47,47,0,0.0,0.0,13,-2.3026,0.625,0.688,0.6703,0.688,0.2,21054,4.5,4,2.1
t3,Self-funded worker,economic,accessibility,travel,lp857b8,Zylan Colombo,47,47,0,0.0,0.0,12,-3.2581,0.312,0.188,0.6047,0.438,0.8,34557,4.5,4,2.0
t3,Self-funded worker,economic,accessibility,travel,lp72a36,Best Western Elyon Colombo,47,47,0,0.0,0.0,11,-3.434,0.094,0.031,0.5687,0.812,0.875,19568,4.2,4,5.1
t3,Self-funded worker,economic,accessibility,travel,lp800a1,Nyne Hotels Lake Lodge - Colombo,47,47,0,0.0,0.0,10,-2.8904,0.656,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t3,Self-funded worker,economic,accessibility,travel,lp656d40c7,Sheraton Colombo Hotel,47,47,0,0.0,0.0,9,-2.4849,0.469,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t3,Self-funded worker,economic,accessibility,travel,lp40d3f,Global Towers Hotel & Apartments,47,47,0,0.0,0.0,8,-3.2958,0.125,0.156,0.5375,0.875,0.725,16041,3.5,4,5.6
t3,Self-funded worker,economic,accessibility,travel,lp5f0e5,Paradise Road Tintagel Colombo,47,47,0,0.0,0.0,7,-3.1355,0.406,0.281,0.8687,0.0,0.85,96633,4.5,5,1.7
t3,Self-funded worker,economic,accessibility,travel,lp6e625,Hotel Janaki,47,47,0,0.0,0.0,6,-3.3673,0.188,0.094,0.2188,0.906,0.825,15319,4.0,3,4.2
t3,Self-funded worker,economic,accessibility,travel,lp76eba,Radisson Hotel Colombo,47,47,0,0.0,0.0,5,-3.2189,0.156,0.219,0.4703,0.562,0.8,27402,4.2,4,5.0
t3,Self-funded worker,economic,accessibility,travel,lp65589ffb,MaRadha Colombo,47,47,0,0.0,0.0,18,-3.091,0.219,0.312,0.325,0.406,0.675,35408,4.8,3,3.6
t3,Self-funded worker,economic,accessibility,travel,lp6f007,Clock Inn Colombo,47,47,0,0.0,0.0,32,-2.9444,0.25,0.406,0.0563,0.938,0.625,13715,3.8,2,3.4
t4,Family on holiday,facility,spatial,distance,lp102b02,Marino Beach Colombo,111,111,1,0.009009,0.9,4,-1.6094,0.812,0.906,0.9047,0.469,0.625,30177,4.6,5,3.2
t4,Family on holiday,facility,spatial,distance,lp6557c6e0,Granbell Hotel Colombo,111,111,0,0.0,0.0,30,-2.4849,0.594,0.625,0.5422,0.5,0.35,28807,4.6,4,2.3
t4,Family on holiday,facility,spatial,distance,lp741c5,Cinnamon Red Colombo,111,111,0,0.0,0.0,29,-2.6391,0.562,0.562,0.6266,0.375,0.35,36530,4.5,4,1.9
t4,Family on holiday,facility,spatial,distance,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,111,111,0,0.0,0.0,28,-3.3322,0.031,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t4,Family on holiday,facility,spatial,distance,lp655a9e91,Zest Metropole,111,111,0,0.0,0.0,27,-3.3673,0.062,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t4,Family on holiday,facility,spatial,distance,lp656d3aa9,Sofia Colombo City Hotel,111,111,0,0.0,0.0,26,-2.3026,0.688,0.75,0.5922,0.594,0.35,23620,4.3,4,2.4
t4,Family on holiday,facility,spatial,distance,lp803e1,Galle Face Hotel,111,111,0,0.0,0.0,25,-3.1355,0.281,0.344,0.8141,0.281,0.4,38531,4.5,5,1.8
t4,Family on holiday,facility,spatial,distance,lpb1537,Shangri-La Colombo,111,111,0,0.0,0.0,24,-3.2189,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t4,Family on holiday,facility,spatial,distance,lp3e58e,The Kingsbury Colombo,111,111,0,0.0,0.0,23,-3.2958,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t4,Family on holiday,facility,spatial,distance,lp30277,Hilton Colombo Residence,111,111,0,0.0,0.0,22,-3.091,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t4,Family on holiday,facility,spatial,distance,lp67708,Supun Arcade Residency,111,111,0,0.0,0.0,21,-1.9459,0.75,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t4,Family on holiday,facility,spatial,distance,lp7c172,Mirage Colombo,111,111,1,0.009009,0.9,5,-2.1972,0.719,0.688,0.6328,0.75,0.8,20482,3.8,4,6.3
t4,Family on holiday,facility,spatial,distance,lp33ddb,"Taj Samudra, Colombo",111,111,0,0.0,0.0,20,-3.1781,0.25,0.281,0.9016,0.156,0.55,43993,4.5,5,1.7
t4,Family on holiday,facility,spatial,distance,lpa0a8a,NH Collection Colombo,111,111,0,0.0,0.0,19,-2.7081,0.5,0.594,0.9594,0.344,0.325,36981,4.6,5,2.0
t4,Family on holiday,facility,spatial,distance,lp1bc0d,Hilton Colombo Hotel,111,111,0,0.0,0.0,18,-3.2581,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t4,Family on holiday,facility,spatial,distance,lp71118,CityRest Fort,111,111,0,0.0,0.0,17,-3.4012,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t4,Family on holiday,facility,spatial,distance,lp43673,Pegasus Reef - A Beach Resort in Colombo,111,111,0,0.0,0.0,31,-3.4657,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t4,Family on holiday,facility,spatial,distance,lpc0df6,Fern Colombo,111,111,0,0.0,0.0,16,-2.9444,0.375,0.375,0.1422,0.844,0.75,16245,4.0,3,1.8
t4,Family on holiday,facility,spatial,distance,lp6574b103,"Amari Colombo, Sri Lanka",111,111,0,0.0,0.0,15,-2.7726,0.531,0.531,0.8687,0.219,0.4,42203,4.5,5,2.2
t4,Family on holiday,facility,spatial,distance,lp81760,The Steuart by Citrus,111,111,0,0.0,0.0,14,-3.434,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t4,Family on holiday,facility,spatial,distance,lp67286,Colombo Court Hotel & Spa,111,111,22,0.198198,19.82,3,-1.0986,0.875,0.781,0.5938,0.094,0.725,52144,4.5,4,3.3
t4,Family on holiday,facility,spatial,distance,lpc08f9,Morven Hotel Colombo,111,111,0,0.0,0.0,13,-2.8332,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t4,Family on holiday,facility,spatial,distance,lp857b8,Zylan Colombo,111,111,0,0.0,0.0,12,-3.0445,0.344,0.312,0.6047,0.438,0.8,34557,4.5,4,2.0
t4,Family on holiday,facility,spatial,distance,lp72a36,Best Western Elyon Colombo,111,111,0,0.0,0.0,11,-2.3979,0.656,0.5,0.5687,0.812,0.875,19568,4.2,4,5.1
