task_id,persona,primary_dimension,secondary_dimension,hotel_id,hotel_name,n_respondents,n_shown,n_chosen,share,share_pct,rank_in_group,mean_neg_log_position,spatial,accessibility,facility,economic,disruption,price_lkr,rating,star,distance_km
t5,Light sleeper,disruption,economic,lp43673,Pegasus Reef - A Beach Resort in Colombo,225,225,0,0.0,0.0,23,-3.3654,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t5,Light sleeper,disruption,economic,lpc0df6,Fern Colombo,225,225,0,0.0,0.0,22,-2.49,0.656,0.719,0.1422,0.844,0.75,16245,4.0,3,1.8
t5,Light sleeper,disruption,economic,lp6574b103,"Amari Colombo, Sri Lanka",225,225,0,0.0,0.0,21,-2.9078,0.375,0.469,0.8687,0.219,0.4,42203,4.5,5,2.2
t5,Light sleeper,disruption,economic,lp81760,The Steuart by Citrus,225,225,0,0.0,0.0,20,-3.286,0.031,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t5,Light sleeper,disruption,economic,lp67286,Colombo Court Hotel & Spa,225,225,0,0.0,0.0,19,-2.0294,0.781,0.781,0.5938,0.094,0.725,52144,4.5,4,3.3
t5,Light sleeper,disruption,economic,lpc08f9,Morven Hotel Colombo,225,225,0,0.0,0.0,18,-2.9409,0.344,0.375,0.6703,0.688,0.2,21054,4.5,4,2.1
t5,Light sleeper,disruption,economic,lp857b8,Zylan Colombo,225,225,0,0.0,0.0,17,-2.1414,0.75,0.75,0.6047,0.438,0.8,34557,4.5,4,2.0
t5,Light sleeper,disruption,economic,lp72a36,Best Western Elyon Colombo,225,225,88,0.391111,39.11,1,-0.5357,0.969,0.969,0.5687,0.812,0.875,19568,4.2,4,5.1
t5,Light sleeper,disruption,economic,lp800a1,Nyne Hotels Lake Lodge - Colombo,225,225,0,0.0,0.0,15,-2.779,0.469,0.344,0.5094,0.25,0.2,39335,4.6,4,1.5
t5,Light sleeper,disruption,economic,lp656d40c7,Sheraton Colombo Hotel,225,225,13,0.057778,5.78,5,-2.514,0.5,0.438,0.7312,0.062,0.4,56627,4.7,5,2.2
t5,Light sleeper,disruption,economic,lp40d3f,Global Towers Hotel & Apartments,225,225,0,0.0,0.0,13,-1.8736,0.844,0.844,0.5375,0.875,0.725,16041,3.5,4,5.6
t5,Light sleeper,disruption,economic,lp5f0e5,Paradise Road Tintagel Colombo,225,225,0,0.0,0.0,12,-2.4848,0.625,0.656,0.8687,0.0,0.85,96633,4.5,5,1.7
t5,Light sleeper,disruption,economic,lp6e625,Hotel Janaki,225,225,60,0.266667,26.67,2,-1.0963,0.938,0.938,0.2188,0.906,0.825,15319,4.0,3,4.2
t5,Light sleeper,disruption,economic,lp76eba,Radisson Hotel Colombo,225,225,0,0.0,0.0,10,-2.0147,0.812,0.812,0.4703,0.562,0.8,27402,4.2,4,5.0
t5,Light sleeper,disruption,economic,lp65589ffb,MaRadha Colombo,225,225,14,0.062222,6.22,4,-1.9252,0.688,0.625,0.325,0.406,0.675,35408,4.8,3,3.6
t5,Light sleeper,disruption,economic,lp6f007,Clock Inn Colombo,225,225,2,0.008889,0.89,8,-2.3902,0.719,0.688,0.0563,0.938,0.625,13715,3.8,2,3.4
t6,Beach weekender,spatial,disruption,lp102b02,Marino Beach Colombo,223,223,0,0.0,0.0,32,-2.0369,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t6,Beach weekender,spatial,disruption,lp6557c6e0,Granbell Hotel Colombo,223,223,0,0.0,0.0,13,-2.4569,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t6,Beach weekender,spatial,disruption,lp741c5,Cinnamon Red Colombo,223,223,0,0.0,0.0,14,-2.5975,0.531,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t6,Beach weekender,spatial,disruption,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,223,223,0,0.0,0.0,15,-3.2659,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t6,Beach weekender,spatial,disruption,lp655a9e91,Zest Metropole,223,223,0,0.0,0.0,16,-3.2513,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t6,Beach weekender,spatial,disruption,lp656d3aa9,Sofia Colombo City Hotel,223,223,0,0.0,0.0,26,-2.442,0.656,0.688,0.5922,0.594,0.35,23620,4.3,4,2.4
t6,Beach weekender,spatial,disruption,lp803e1,Galle Face Hotel,223,223,0,0.0,0.0,30,-3.0196,0.281,0.344,0.8141,0.281,0.4,38531,4.5,5,1.8
t6,Beach weekender,spatial,disruption,lpb1537,Shangri-La Colombo,223,223,10,0.044843,4.48,7,-2.8971,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t6,Beach weekender,spatial,disruption,lp3e58e,The Kingsbury Colombo,223,223,0,0.0,0.0,12,-3.2028,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t6,Beach weekender,spatial,disruption,lp30277,Hilton Colombo Residence,223,223,0,0.0,0.0,31,-3.0634,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t6,Beach weekender,spatial,disruption,lp67708,Supun Arcade Residency,223,223,26,0.116592,11.66,3,-1.4195,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t6,Beach weekender,spatial,disruption,lp7c172,Mirage Colombo,223,223,80,0.358744,35.87,1,-0.6081,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t6,Beach weekender,spatial,disruption,lp33ddb,"Taj Samudra, Colombo",223,223,0,0.0,0.0,29,-3.0764,0.25,0.281,0.9016,0.156,0.55,43993,4.5,5,1.7
t6,Beach weekender,spatial,disruption,lpa0a8a,NH Collection Colombo,223,223,0,0.0,0.0,28,-2.6005,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t6,Beach weekender,spatial,disruption,lp1bc0d,Hilton Colombo Hotel,223,223,0,0.0,0.0,27,-3.2827,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t6,Beach weekender,spatial,disruption,lp71118,CityRest Fort,223,223,2,0.008969,0.9,10,-3.2433,0.094,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t6,Beach weekender,spatial,disruption,lp43673,Pegasus Reef - A Beach Resort in Colombo,223,223,0,0.0,0.0,25,-3.364,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t6,Beach weekender,spatial,disruption,lpc0df6,Fern Colombo,223,223,0,0.0,0.0,24,-2.8792,0.406,0.375,0.1422,0.844,0.75,16245,4.0,3,1.8
t6,Beach weekender,spatial,disruption,lp6574b103,"Amari Colombo, Sri Lanka",223,223,0,0.0,0.0,23,-2.7179,0.562,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t6,Beach weekender,spatial,disruption,lp81760,The Steuart by Citrus,223,223,0,0.0,0.0,22,-3.2956,0.125,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t6,Beach weekender,spatial,disruption,lp67286,Colombo Court Hotel & Spa,223,223,0,0.0,0.0,21,-2.2214,0.719,0.719,0.5938,0.094,0.725,52144,4.5,4,3.3
t6,Beach weekender,spatial,disruption,lpc08f9,Morven Hotel Colombo,223,223,0,0.0,0.0,20,-2.7823,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t6,Beach weekender,spatial,disruption,lp857b8,Zylan Colombo,223,223,0,0.0,0.0,19,-2.9293,0.438,0.312,0.6047,0.438,0.8,34557,4.5,4,2.0
t6,Beach weekender,spatial,disruption,lp72a36,Best Western Elyon Colombo,223,223,0,0.0,0.0,18,-1.9572,0.844,0.781,0.5687,0.812,0.875,19568,4.2,4,5.1
t6,Beach weekender,spatial,disruption,lp800a1,Nyne Hotels Lake Lodge - Colombo,223,223,0,0.0,0.0,17,-2.8339,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t6,Beach weekender,spatial,disruption,lp656d40c7,Sheraton Colombo Hotel,223,223,11,0.049327,4.93,6,-2.266,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t6,Beach weekender,spatial,disruption,lp40d3f,Global Towers Hotel & Apartments,223,223,52,0.233184,23.32,2,-1.3219,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t6,Beach weekender,spatial,disruption,lp5f0e5,Paradise Road Tintagel Colombo,223,223,1,0.004484,0.45,11,-2.8957,0.375,0.406,0.8687,0.0,0.85,96633,4.5,5,1.7
t6,Beach weekender,spatial,disruption,lp6e625,Hotel Janaki,223,223,4,0.017937,1.79,9,-2.1967,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t6,Beach weekender,spatial,disruption,lp76eba,Radisson Hotel Colombo,223,223,20,0.089686,8.97,4,-1.5825,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t6,Beach weekender,spatial,disruption,lp65589ffb,MaRadha Colombo,223,223,12,0.053812,5.38,5,-1.6369,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t6,Beach weekender,spatial,disruption,lp6f007,Clock Inn Colombo,223,223,5,0.022422,2.24,8,-2.2133,0.75,0.75,0.0563,0.938,0.625,13715,3.8,2,3.4
t7,Long-stay consultant,economic,accessibility,lp102b02,Marino Beach Colombo,223,223,0,0.0,0.0,32,-2.592,0.594,0.469,0.9047,0.469,0.625,30177,4.6,5,3.2
t7,Long-stay consultant,economic,accessibility,lp6557c6e0,Granbell Hotel Colombo,223,223,0,0.0,0.0,13,-2.6547,0.438,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t7,Long-stay consultant,economic,accessibility,lp741c5,Cinnamon Red Colombo,223,223,1,0.004484,0.45,10,-2.1803,0.719,0.781,0.6266,0.375,0.35,36530,4.5,4,1.9
t7,Long-stay consultant,economic,accessibility,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,223,223,0,0.0,0.0,17,-3.2594,0.094,0.188,0.525,0.531,0.5,28429,4.2,4,2.1
t7,Long-stay consultant,economic,accessibility,lp655a9e91,Zest Metropole,223,223,0,0.0,0.0,22,-3.2013,0.125,0.219,0.5375,0.656,0.5,21223,4.3,4,2.0
t7,Long-stay consultant,economic,accessibility,lp656d3aa9,Sofia Colombo City Hotel,223,223,0,0.0,0.0,24,-2.5633,0.625,0.531,0.5922,0.594,0.35,23620,4.3,4,2.4
t7,Long-stay consultant,economic,accessibility,lp803e1,Galle Face Hotel,223,223,0,0.0,0.0,31,-2.9784,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t7,Long-stay consultant,economic,accessibility,lpb1537,Shangri-La Colombo,223,223,9,0.040359,4.04,6,-2.9172,0.219,0.156,0.9281,0.031,0.4,68781,4.7,5,1.9
t7,Long-stay consultant,economic,accessibility,lp3e58e,The Kingsbury Colombo,223,223,0,0.0,0.0,11,-3.3111,0.062,0.062,0.8766,0.312,0.55,37025,4.2,5,2.2
t7,Long-stay consultant,economic,accessibility,lp30277,Hilton Colombo Residence,223,223,0,0.0,0.0,30,-1.9171,0.812,0.75,0.9062,0.188,0.55,43133,4.4,5,0.9
t7,Long-stay consultant,economic,accessibility,lp67708,Supun Arcade Residency,223,223,0,0.0,0.0,29,-3.0054,0.375,0.344,0.4906,0.719,0.725,20768,3.8,4,5.7
t7,Long-stay consultant,economic,accessibility,lp7c172,Mirage Colombo,223,223,0,0.0,0.0,28,-3.2441,0.25,0.031,0.6328,0.75,0.8,20482,3.8,4,6.3
t7,Long-stay consultant,economic,accessibility,lp33ddb,"Taj Samudra, Colombo",223,223,0,0.0,0.0,27,-3.0157,0.344,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t7,Long-stay consultant,economic,accessibility,lpa0a8a,NH Collection Colombo,223,223,0,0.0,0.0,26,-2.2632,0.656,0.812,0.9594,0.344,0.325,36981,4.6,5,2.0
t7,Long-stay consultant,economic,accessibility,lp1bc0d,Hilton Colombo Hotel,223,223,0,0.0,0.0,25,-3.1988,0.188,0.094,0.8547,0.125,0.475,47767,4.2,5,1.9
t7,Long-stay consultant,economic,accessibility,lp71118,CityRest Fort,223,223,5,0.022422,2.24,7,-3.1156,0.156,0.25,0.1922,0.969,0.45,11502,3.5,3,2.0
t7,Long-stay consultant,economic,accessibility,lp43673,Pegasus Reef - A Beach Resort in Colombo,223,223,0,0.0,0.0,23,-3.3644,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t7,Long-stay consultant,economic,accessibility,lpc0df6,Fern Colombo,223,223,54,0.242152,24.22,2,-1.1157,0.938,0.938,0.1422,0.844,0.75,16245,4.0,3,1.8
t7,Long-stay consultant,economic,accessibility,lp6574b103,"Amari Colombo, Sri Lanka",223,223,0,0.0,0.0,21,-2.5952,0.469,0.719,0.8687,0.219,0.4,42203,4.5,5,2.2
t7,Long-stay consultant,economic,accessibility,lp81760,The Steuart by Citrus,223,223,0,0.0,0.0,20,-3.3332,0.031,0.125,0.4266,0.625,0.5,22604,4.2,4,2.2
t7,Long-stay consultant,economic,accessibility,lp67286,Colombo Court Hotel & Spa,223,223,0,0.0,0.0,19,-1.9841,0.781,0.844,0.5938,0.094,0.725,52144,4.5,4,3.3
t7,Long-stay consultant,economic,accessibility,lpc08f9,Morven Hotel Colombo,223,223,0,0.0,0.0,18,-2.7883,0.5,0.5,0.6703,0.688,0.2,21054,4.5,4,2.1
t7,Long-stay consultant,economic,accessibility,lp857b8,Zylan Colombo,223,223,90,0.403587,40.36,1,-0.47,0.969,0.969,0.6047,0.438,0.8,34557,4.5,4,2.0
t7,Long-stay consultant,economic,accessibility,lp72a36,Best Western Elyon Colombo,223,223,0,0.0,0.0,16,-2.0153,0.844,0.625,0.5687,0.812,0.875,19568,4.2,4,5.1
t7,Long-stay consultant,economic,accessibility,lp800a1,Nyne Hotels Lake Lodge - Colombo,223,223,0,0.0,0.0,15,-2.2038,0.75,0.656,0.5094,0.25,0.2,39335,4.6,4,1.5
t7,Long-stay consultant,economic,accessibility,lp656d40c7,Sheraton Colombo Hotel,223,223,10,0.044843,4.48,5,-2.2409,0.531,0.688,0.7312,0.062,0.4,56627,4.7,5,2.2
t7,Long-stay consultant,economic,accessibility,lp40d3f,Global Towers Hotel & Apartments,223,223,0,0.0,0.0,14,-3.0913,0.312,0.281,0.5375,0.875,0.725,16041,3.5,4,5.6
t7,Long-stay consultant,economic,accessibility,lp5f0e5,Paradise Road Tintagel Colombo,223,223,36,0.161435,16.14,3,-1.309,0.906,0.906,0.8687,0.0,0.85,96633,4.5,5,1.7
t7,Long-stay consultant,economic,accessibility,lp6e625,Hotel Janaki,223,223,2,0.008969,0.9,9,-1.7517,0.875,0.875,0.2188,0.906,0.825,15319,4.0,3,4.2
t7,Long-stay consultant,economic,accessibility,lp76eba,Radisson Hotel Colombo,223,223,0,0.0,0.0,12,-2.9354,0.406,0.375,0.4703,0.562,0.8,27402,4.2,4,5.0
t7,Long-stay consultant,economic,accessibility,lp65589ffb,MaRadha Colombo,223,223,12,0.053812,5.38,4,-2.468,0.562,0.438,0.325,0.406,0.675,35408,4.8,3,3.6
t7,Long-stay consultant,economic,accessibility,lp6f007,Clock Inn Colombo,223,223,4,0.017937,1.79,8,-2.4741,0.688,0.562,0.0563,0.938,0.625,13715,3.8,2,3.4
t8,Value-seeking couple,facility,economic,lp102b02,Marino Beach Colombo,219,218,1,0.004587,0.46,9,-2.2838,0.719,0.719,0.9047,0.469,0.625,30177,4.6,5,3.2
t8,Value-seeking couple,facility,economic,lp6557c6e0,Granbell Hotel Colombo,219,219,51,0.232877,23.29,2,-1.2465,0.969,0.75,0.5422,0.5,0.35,28807,4.6,4,2.3
t8,Value-seeking couple,facility,economic,lp741c5,Cinnamon Red Colombo,219,218,0,0.0,0.0,13,-2.0214,0.781,0.844,0.6266,0.375,0.35,36530,4.5,4,1.9
t8,Value-seeking couple,facility,economic,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,219,219,0,0.0,0.0,15,-3.0632,0.281,0.125,0.525,0.531,0.5,28429,4.2,4,2.1
t8,Value-seeking couple,facility,economic,lp655a9e91,Zest Metropole,219,219,0,0.0,0.0,22,-3.0958,0.25,0.156,0.5375,0.656,0.5,21223,4.3,4,2.0
t8,Value-seeking couple,facility,economic,lp656d3aa9,Sofia Colombo City Hotel,219,219,18,0.082192,8.22,5,-1.6305,0.812,0.938,0.5922,0.594,0.35,23620,4.3,4,2.4
t8,Value-seeking couple,facility,economic,lp803e1,Galle Face Hotel,219,218,0,0.0,0.0,25,-2.419,0.688,0.562,0.8141,0.281,0.4,38531,4.5,5,1.8
t8,Value-seeking couple,facility,economic,lpb1537,Shangri-La Colombo,219,218,21,0.09633,9.63,4,-2.3456,0.5,0.438,0.9281,0.031,0.4,68781,4.7,5,1.9
t8,Value-seeking couple,facility,economic,lp3e58e,The Kingsbury Colombo,219,218,0,0.0,0.0,20,-2.9335,0.375,0.281,0.8766,0.312,0.55,37025,4.2,5,2.2
t8,Value-seeking couple,facility,economic,lp30277,Hilton Colombo Residence,219,218,0,0.0,0.0,21,-2.5408,0.656,0.406,0.9062,0.188,0.55,43133,4.4,5,0.9
t8,Value-seeking couple,facility,economic,lp67708,Supun Arcade Residency,219,219,0,0.0,0.0,30,-3.1379,0.094,0.469,0.4906,0.719,0.725,20768,3.8,4,5.7
t8,Value-seeking couple,facility,economic,lp7c172,Mirage Colombo,219,219,0,0.0,0.0,29,-3.3249,0.031,0.094,0.6328,0.75,0.8,20482,3.8,4,6.3
t8,Value-seeking couple,facility,economic,lp33ddb,"Taj Samudra, Colombo",219,218,0,0.0,0.0,28,-2.471,0.625,0.531,0.9016,0.156,0.55,43993,4.5,5,1.7
t8,Value-seeking couple,facility,economic,lpa0a8a,NH Collection Colombo,219,218,0,0.0,0.0,27,-1.7342,0.844,0.875,0.9594,0.344,0.325,36981,4.6,5,2.0
t8,Value-seeking couple,facility,economic,lp1bc0d,Hilton Colombo Hotel,219,218,0,0.0,0.0,26,-2.8825,0.406,0.062,0.8547,0.125,0.475,47767,4.2,5,1.9
t8,Value-seeking couple,facility,economic,lp71118,CityRest Fort,219,219,6,0.027397,2.74,8,-3.1582,0.312,0.188,0.1922,0.969,0.45,11502,3.5,3,2.0
t8,Value-seeking couple,facility,economic,lp43673,Pegasus Reef - A Beach Resort in Colombo,219,219,0,0.0,0.0,24,-3.3553,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t8,Value-seeking couple,facility,economic,lpc0df6,Fern Colombo,219,219,0,0.0,0.0,23,-2.9879,0.438,0.281,0.1422,0.844,0.75,16245,4.0,3,1.8
t8,Value-seeking couple,facility,economic,lp6574b103,"Amari Colombo, Sri Lanka",219,218,35,0.16055,16.06,3,-1.2655,0.906,0.812,0.8687,0.219,0.4,42203,4.5,5,2.2
t8,Value-seeking couple,facility,economic,lp81760,The Steuart by Citrus,219,219,0,0.0,0.0,31,-3.1043,0.344,0.375,0.4266,0.625,0.5,22604,4.2,4,2.2
t8,Value-seeking couple,facility,economic,lp67286,Colombo Court Hotel & Spa,219,218,0,0.0,0.0,32,-2.3347,0.562,0.781,0.5938,0.094,0.725,52144,4.5,4,3.3
t8,Value-seeking couple,facility,economic,lpc08f9,Morven Hotel Colombo,219,219,0,0.0,0.0,19,-2.1394,0.875,0.656,0.6703,0.688,0.2,21054,4.5,4,2.1
t8,Value-seeking couple,facility,economic,lp857b8,Zylan Colombo,219,218,0,0.0,0.0,18,-3.0615,0.219,0.219,0.6047,0.438,0.8,34557,4.5,4,2.0
t8,Value-seeking couple,facility,economic,lp72a36,Best Western Elyon Colombo,219,219,0,0.0,0.0,17,-3.306,0.062,0.031,0.5687,0.812,0.875,19568,4.2,4,5.1
t8,Value-seeking couple,facility,economic,lp800a1,Nyne Hotels Lake Lodge - Colombo,219,218,0,0.0,0.0,16,-2.225,0.75,0.625,0.5094,0.25,0.2,39335,4.6,4,1.5
t8,Value-seeking couple,facility,economic,lp656d40c7,Sheraton Colombo Hotel,219,218,65,0.298165,29.82,1,-0.8228,0.938,0.969,0.7312,0.062,0.4,56627,4.7,5,2.2
t8,Value-seeking couple,facility,economic,lp40d3f,Global Towers Hotel & Apartments,219,219,0,0.0,0.0,14,-3.1171,0.125,0.5,0.5375,0.875,0.725,16041,3.5,4,5.6
t8,Value-seeking couple,facility,economic,lp5f0e5,Paradise Road Tintagel Colombo,219,218,14,0.06422,6.42,6,-2.441,0.469,0.344,0.8687,0.0,0.85,96633,4.5,5,1.7
t8,Value-seeking couple,facility,economic,lp6e625,Hotel Janaki,219,219,1,0.004566,0.46,11,-3.1858,0.188,0.25,0.2188,0.906,0.825,15319,4.0,3,4.2
t8,Value-seeking couple,facility,economic,lp76eba,Radisson Hotel Colombo,219,219,0,0.0,0.0,12,-3.0053,0.156,0.594,0.4703,0.562,0.8,27402,4.2,4,5.0
t8,Value-seeking couple,facility,economic,lp65589ffb,MaRadha Colombo,219,218,6,0.027523,2.75,7,-2.3306,0.531,0.688,0.325,0.406,0.675,35408,4.8,3,3.6
t8,Value-seeking couple,facility,economic,lp6f007,Clock Inn Colombo,219,219,1,0.004566,0.46,10,-2.5197,0.594,0.906,0.0563,0.938,0.625,13715,3.8,2,3.4
t9,Remote worker,disruption,spatial,lp102b02,Marino Beach Colombo,205,204,0,0.0,0.0,32,-2.0501,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t9,Remote worker,disruption,spatial,lp6557c6e0,Granbell Hotel Colombo,205,204,0,0.0,0.0,13,-2.4113,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t9,Remote worker,disruption,spatial,lp741c5,Cinnamon Red Colombo,205,204,0,0.0,0.0,15,-2.585,0.562,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t9,Remote worker,disruption,spatial,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,205,204,0,0.0,0.0,16,-3.3102,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t9,Remote worker,disruption,spatial,lp655a9e91,Zest Metropole,205,204,0,0.0,0.0,17,-3.2648,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t9,Remote worker,disruption,spatial,lp656d3aa9,Sofia Colombo City Hotel,205,204,0,0.0,0.0,27,-2.4499,0.656,0.719,0.5922,0.594,0.35,23620,4.3,4,2.4
t9,Remote worker,disruption,spatial,lp803e1,Galle Face Hotel,205,204,0,0.0,0.0,12,-3.0131,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t9,Remote worker,disruption,spatial,lpb1537,Shangri-La Colombo,205,204,6,0.029412,2.94,7,-2.8558,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t9,Remote worker,disruption,spatial,lp3e58e,The Kingsbury Colombo,205,204,1,0.004902,0.49,10,-3.2222,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t9,Remote worker,disruption,spatial,lp30277,Hilton Colombo Residence,205,204,0,0.0,0.0,21,-3.0397,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t9,Remote worker,disruption,spatial,lp67708,Supun Arcade Residency,205,204,34,0.166667,16.67,3,-1.3759,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t9,Remote worker,disruption,spatial,lp7c172,Mirage Colombo,205,204,70,0.343137,34.31,1,-0.5923,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t9,Remote worker,disruption,spatial,lp33ddb,"Taj Samudra, Colombo",205,204,0,0.0,0.0,30,-3.0437,0.25,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t9,Remote worker,disruption,spatial,lpa0a8a,NH Collection Colombo,205,204,0,0.0,0.0,29,-2.5857,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t9,Remote worker,disruption,spatial,lp1bc0d,Hilton Colombo Hotel,205,204,0,0.0,0.0,28,-3.2189,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t9,Remote worker,disruption,spatial,lp71118,CityRest Fort,205,205,3,0.014634,1.46,8,-3.3273,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t9,Remote worker,disruption,spatial,lp43673,Pegasus Reef - A Beach Resort in Colombo,205,204,0,0.0,0.0,26,-3.4063,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t9,Remote worker,disruption,spatial,lpc0df6,Fern Colombo,205,205,0,0.0,0.0,25,-2.9393,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,lp6574b103,"Amari Colombo, Sri Lanka",205,204,0,0.0,0.0,24,-2.6953,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,lp81760,The Steuart by Citrus,205,204,0,0.0,0.0,23,-3.3255,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,lp67286,Colombo Court Hotel & Spa,205,204,0,0.0,0.0,31,-2.1173,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,lpc08f9,Morven Hotel Colombo,205,204,0,0.0,0.0,22,-2.7756,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,lp857b8,Zylan Colombo,205,204,0,0.0,0.0,20,-2.9334,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,lp72a36,Best Western Elyon Colombo,205,205,0,0.0,0.0,19,-1.9521,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,lp800a1,Nyne Hotels Lake Lodge - Colombo,205,204,0,0.0,0.0,18,-2.8251,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,lp656d40c7,Sheraton Colombo Hotel,205,204,12,0.058824,5.88,6,-2.2586,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,lp40d3f,Global Towers Hotel & Apartments,205,205,49,0.239024,23.9,2,-1.3593,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,lp5f0e5,Paradise Road Tintagel Colombo,205,204,2,0.009804,0.98,9,-2.8451,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,lp6e625,Hotel Janaki,205,205,0,0.0,0.0,14,-2.204,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,lp76eba,Radisson Hotel Colombo,205,204,13,0.063725,6.37,5,-1.5817,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,lp65589ffb,MaRadha Colombo,205,204,14,0.068627,6.86,4,-1.6278,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,lp6f007,Clock Inn Colombo,205,205,1,0.004878,0.49,11,-2.3285,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t10,Business traveller,accessibility,facility,lp102b02,Marino Beach Colombo,201,200,0,0.0,0.0,32,-2.6125,0.5,0.469,0.9047,0.469,0.625,30177,4.6,5,3.2
t10,Business traveller,accessibility,facility,lp6557c6e0,Granbell Hotel Colombo,201,200,0,0.0,0.0,14,-2.6971,0.312,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t10,Business traveller,accessibility,facility,lp741c5,Cinnamon Red Colombo,201,200,0,0.0,0.0,15,-2.5471,0.531,0.781,0.6266,0.375,0.35,36530,4.5,4,1.9
